timestamp,src_ip,dst_ip,attack 
1773509068.6900048,192.168.1.34,10.100.43.42,Normal
1773509068.713409,192.168.1.34,224.0.0.251,Normal
1773509068.9863458,192.168.1.34,49.128.160.14,Normal
1773509069.3760462,34.139.124.58,192.168.1.34,Normal
1773509069.718666,192.168.1.34,239.255.255.250,Normal
1773509069.970172,192.168.1.34,49.128.160.13,Normal
1773509069.9941666,49.128.160.13,192.168.1.34,Normal
1773509070.0200036,192.168.1.34,20.192.44.82,Normal
1773509070.040872,20.192.44.82,192.168.1.34,Normal
1773509070.7469256,192.168.1.34,20.42.65.88,Normal
1773509070.7687314,20.42.65.88,192.168.1.34,Normal
1773509071.2213535,192.168.1.34,224.0.0.252,Normal
1773509071.5294645,192.168.1.34,104.18.39.21,Normal
1773509071.5579956,104.18.39.21,192.168.1.34,Normal
1773509072.5959017,192.168.1.34,10.200.190.27,Normal
1773509072.6183834,192.168.1.34,10.100.43.42,Normal
1773509073.3436599,20.192.44.82,192.168.1.34,Normal
1773509073.3961737,192.168.1.34,20.192.44.82,Normal
1773509074.0402472,162.159.135.234,192.168.1.34,Normal
1773509074.0650709,192.168.1.34,162.159.135.234,Normal
1773509075.1911802,192.168.1.34,20.42.65.88,Normal
1773509075.2106855,20.42.65.88,192.168.1.34,Normal
1773509075.3759856,150.171.22.12,192.168.1.34,Normal
1773509075.4023511,192.168.1.34,150.171.22.12,Normal
1773509075.487668,20.207.73.82,192.168.1.34,Normal
1773509075.5117223,192.168.1.34,20.207.73.82,Normal
1773509075.8159885,34.139.124.58,192.168.1.34,Normal
1773509076.021234,20.207.73.85,192.168.1.34,Normal
1773509076.0544474,192.168.1.34,20.207.73.85,Normal
1773509076.5081985,192.168.1.34,49.128.160.14,Normal
1773509076.9187477,192.168.1.34,140.82.112.25,Normal
1773509077.1838741,192.168.1.34,52.108.36.38,Normal
1773509077.2110393,140.82.112.25,192.168.1.34,Normal
1773509077.494382,52.108.36.38,192.168.1.34,Normal
1773509077.5922978,192.168.1.34,49.128.160.13,Normal
1773509077.6182353,49.128.160.13,192.168.1.34,Normal
1773509077.7342272,20.42.65.88,192.168.1.34,Normal
1773509078.144238,20.207.73.82,192.168.1.34,Normal
1773509078.1701796,192.168.1.34,20.207.73.82,Normal
1773509078.2480116,192.168.1.1,224.0.0.1,Normal
1773509079.1613033,162.159.135.234,192.168.1.34,Normal
1773509079.1977453,192.168.1.34,162.159.135.234,Normal
1773509080.4048924,34.139.124.58,192.168.1.34,Normal
1773509080.6510587,192.168.1.34,10.100.43.42,Normal
1773509080.7150784,192.168.1.34,10.200.190.27,Normal
1773509080.779388,192.168.1.34,20.42.65.88,Normal
1773509080.8447888,20.42.65.88,192.168.1.34,Normal
1773509080.8987322,192.168.1.34,162.159.130.235,Normal
1773509080.9599843,162.159.130.235,192.168.1.34,Normal
1773509081.3542504,192.168.1.34,239.255.255.250,Normal
1773509082.0607429,162.159.135.234,192.168.1.34,Normal
1773509082.1539853,192.168.1.34,162.159.135.234,Normal
1773509082.6302474,34.139.124.58,192.168.1.34,Normal
1773509082.7640676,192.168.1.34,34.139.124.58,Normal
1773509083.2814367,20.42.65.88,192.168.1.34,Normal
1773656164.235848,34.139.124.58,10.125.24.100,Normal
1773656166.2986143,10.125.24.100,34.49.39.67,Normal
1773656166.3194885,34.49.39.67,10.125.24.100,Normal
1773656166.3415742,10.125.24.100,13.227.249.18,Normal
1773656166.3589215,13.227.249.18,10.125.24.100,Normal
1773656166.3766997,10.125.24.100,142.250.207.238,Normal
1773656167.6414654,172.188.155.25,10.125.24.100,Normal
1773656167.6669033,10.125.24.100,172.188.155.25,Normal
1773656167.6837246,10.125.24.100,216.58.203.10,Normal
1773656167.7029023,216.58.203.10,10.125.24.100,Normal
1773656168.5442903,34.139.124.58,10.125.24.100,Normal
1773656169.882795,10.125.24.100,13.89.178.27,Normal
1773656169.9176905,10.125.24.100,13.89.178.27,Normal
1773656169.9345746,10.125.24.100,142.251.42.238,Normal
1773656169.9542787,142.251.42.238,10.125.24.100,Normal
1773656169.9710321,13.89.178.27,10.125.24.100,Normal
1773656169.9897704,13.89.178.27,10.125.24.100,Normal
1773656170.0075576,20.195.65.193,10.125.24.100,Normal
1773656170.0249307,10.125.24.100,20.195.65.193,Normal
1773656170.0428689,10.125.24.100,20.195.65.193,Normal
1773656170.0600138,20.195.65.193,10.125.24.100,Normal
1773656170.560554,52.123.173.249,10.125.24.100,Normal
1773656170.6577144,10.125.24.100,52.123.173.249,Normal
1773656170.6780477,34.139.124.58,10.125.24.100,Normal
1773656172.155176,10.125.24.100,142.250.207.238,Normal
1773656172.1732068,142.251.220.67,10.125.24.100,Normal
1773656172.1917274,10.125.24.100,142.251.220.67,Normal
1773656172.6969895,10.125.24.100,142.250.207.142,Normal
1773656172.7136724,142.250.207.142,10.125.24.100,Normal
1773656172.7330563,10.125.24.100,192.168.2.51,Normal
1773656172.7503414,10.125.24.100,192.168.2.51,Normal
1773656172.7682822,192.168.2.51,10.125.24.100,Normal
1773656172.7884624,192.168.2.51,10.125.24.100,Normal
1773656172.9317412,10.125.24.100,4.195.15.176,Normal
1773656173.0528908,4.195.15.176,10.125.24.100,Normal
1773656174.8269024,10.125.24.100,20.195.65.193,Normal
1773656174.8483734,20.195.65.193,10.125.24.100,Normal
1773656175.0674505,10.125.24.100,142.251.222.99,Normal
1773656175.0901215,142.251.222.99,10.125.24.100,Normal
1773656175.9691942,10.125.24.100,35.82.117.226,Normal
1773656175.9921703,35.82.117.226,10.125.24.100,Normal
1773656176.8381577,10.125.24.100,35.190.68.134,Normal
1773656176.8588111,35.190.68.134,10.125.24.100,Normal
1773656177.2154431,172.64.148.235,10.125.24.100,Normal
1773656177.2337053,10.125.24.100,172.64.148.235,Normal
1773656178.2072601,10.125.24.100,20.195.65.193,Normal
1773656178.2323995,20.195.65.193,10.125.24.100,Normal
1773656179.1209142,20.195.65.193,10.125.24.100,Normal
1773656179.1548576,10.125.24.100,20.195.65.193,Normal
